Price;Location;Spare;Length;Width;Direction;Amenities
6.4 tỷ; QL23, Xã Tiền Phong, Huyện Mê Linh, TP. Hà Nội; 81 m²; 18 m; 4.5 m; Bắc;0
1.89 tỷ; Tỉnh lộ 2, Xã Phước Vĩnh An, Huyện Củ Chi, TP. Hồ Chí Minh; 100 m²; 19.99 m; 5 m; --;1
1.9 tỷ; Tỉnh lộ 2, Xã Phước Vĩnh An, Huyện Củ Chi, TP. Hồ Chí Minh; 100 m²; 20 m; 4.99 m; --;1
490 triệu; Vĩnh Lộc, Xã Vĩnh Lộc B, Huyện Bình Chánh, TP. Hồ Chí Minh; 68 m²; 17 m; 4 m; --;1
370 triệu; Xã Vĩnh Lộc A, Huyện Bình Chánh, TP. Hồ Chí Minh; 48 m²; --; --; --;0
1.51 tỷ; Xã Hồng Thái, Huyện Bắc Bình, Bình Thuận; 5,400 m²; --; --; --;1
350 triệu; Xã Tân Lợi, Huyện Đồng Phú, Bình Phước; 1,000 m²; 100 m; 11 m; --;0
3.6 tỷ; Đường Nguyễn Thị Thử, Xuân Thới Sơn, Hóc Môn, HCM; 100 m²; 20 m; 5 m; --;0
690 triệu; Đường 784, Xã Chà Là, Huyện Dương Minh Châu, Tây Ninh; 150 m²; 30 m; 5 m; --;1
1.23 tỷ; Phường Trảng Dài, TP. Biên Hòa, Đồng Nai; 100 m²; 20 m; 5 m; --;0
450 triệu; Xã Vĩnh Lộc A, Huyện Bình Chánh, TP. Hồ Chí Minh; 40 m²; --; --; --;0
390 triệu; Xã Vĩnh Lộc A, Huyện Bình Chánh, TP. Hồ Chí Minh; 52 m²; 13 m; 4 m; Tây;1
395 triệu; Xã Tân Lợi, Huyện Đồng Phú, Bình Phước; 1,078 m²; --; --; --;0
1.4 tỷ; Đường 11, Phường Hiệp Thành, TP. Thủ Dầu Một, Bình Dương; 90 m²; --; --; --;0
1 tỷ; Đường 767, Xã Bình Lợi, Huyện Vĩnh Cửu, Đồng Nai; 100 m²; 20 m; 5 m; Đ.Nam;1
350 triệu; Phường An Phú, TP. Thuận An, Bình Dương; 1,000 m²; 67 m; 15 m; --;1
490 triệu; DT 788, Xã Phước Vinh, Huyện Châu Thành, Tây Ninh; 170 m²; 35 m; 5 m; Nam;1
1.8 tỷ; Đường Quốc Lộ 50, Xã Phước Đông, Huyện Cần Đước, Long An; 500 m²; 30 m; 16.7 m; --;1
480 triệu; Xã Thạnh Đức, Huyện Gò Dầu, Tây Ninh; 140 m²; 28 m; 5 m; --;0
510 triệu; Đường hương lô 80 vĩnh lộc b bình chánh , Xã Vĩnh Lộc B, Huyện Bình Chánh, TP. Hồ Chí Minh; 68 m²; 17 m; 4 m; --;1
489 triệu; Xã Vĩnh Lộc A, Huyện Bình Chánh, TP. Hồ Chí Minh; 60 m²; --; --; --;0
1.4 tỷ; Đường 1, Phường An Bình, TP Dĩ An, Bình Dương; 100 m²; 18 m; 5.5 m; --;0
570 triệu; Đường 781, Xã Phan, Huyện Dương Minh Châu, Tây Ninh; 180 m²; --; --; --;0
400 triệu; Phường Hiệp Hòa, TP. Biên Hòa, Đồng Nai; 1,001 m²; 40 m; 25 m; --;1
1.75 tỷ; DL3, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương; 100 m²; 20 m; 5 m; --;1
1.75 tỷ; Đường Đại Lộ Bình Dương, Phường Mỹ Phước, Thị xã Bến Cát, Bình Dương; 90 m²; 18 m; 5 m; --;1
3.9 tỷ; Xuân Thới Sơn 31, Xã Xuân Thới Sơn, Huyện Hóc Môn, TP. Hồ Chí Minh; 120 m²; 15 m; 8 m; --;1
2.35 tỷ; Đường Quốc Lộ 55B, Tân Nghĩa, Hàm Tân, Bình Thuận; 1,447 m²; 86 m; 22 m; --;0
1.02 tỷ; Xã Hồng Thái, Huyện Bắc Bình, Bình Thuận; 9,259 m²; 133 m; 92 m; Bắc;1
599 triệu; Đường 716, Xã Hồng Thái, Huyện Bắc Bình, Bình Thuận; 4,785 m²; 359 m; 10 m; --;1
489 triệu; QL13, Phường Mỹ Phước, Thị xã Bến Cát, Bình Dương; 120 m²; 24 m; 5 m; Đ.Nam;1
800 triệu; Đường 301, Bát Trang, An Lão, Hải Phòng; 72 m²; 16 m; 5.25 m; --;0
850 triệu; Phường Tân Bình, TP. Dĩ An, Bình Dương; 100 m²; --; --; --;1
850 triệu; Phường Uyên Hưng, Thị xã Tân Uyên, Bình Dương; 120 m²; --; --; --;0
850 triệu; Phường Uyên Hưng, Thị xã Tân Uyên, Bình Dương; 80 m²; --; --; --;1
1.65 tỷ; Phường Uyên Hưng, Thị xã Tân Uyên, Bình Dương; 65 m²; --; --; --;0
580 triệu; Xã Thạnh Đức, Huyện Gò Dầu, Tây Ninh; 125 m²; 25 m; 5 m; --;0
1.35 tỷ; Xã Phú Hòa Đông, Huyện Củ Chi, TP. Hồ Chí Minh; 81 m²; --; --; T.Nam;1
4.2 tỷ; Đường 101 Nam Lộ, Thị trấn Định Quán, Huyện Định Quán, Đồng Nai; 3,600 m²; 80 m; 45 m; --;1
550 triệu; Xã Vĩnh Lộc A, Huyện Bình Chánh, TP. Hồ Chí Minh; 60 m²; --; --; --;0
901 triệu; Xã Phú Lộc, Huyện Krông Năng, Đắk Lắk; 132 m²; 22 m; 6 m; --;1
2.03 tỷ; Trần Hưng Đạo, Phường Hoà Vinh, Huyện Đông Hòa, Phú Yên; 140 m²; 28 m; 5 m; Đông;1
2.01 tỷ; Trần Hưng Đạo, Phường Hoà Vinh, Huyện Đông Hòa, Phú Yên; 140 m²; 28 m; 5 m; Đông;1
900 triệu; Xã Phú Lộc, Huyện Krông Năng, Đắk Lắk; 132 m²; 22 m; 6 m; --;1
899 triệu; Xã Phú Lộc, Huyện Krông Năng, Đắk Lắk; 132 m²; 22 m; 6 m; --;1
899 triệu; Xã Phú Lộc, Huyện Krông Năng, Đắk Lắk; 132 m²; --; --; --;0
899 triệu; Xã Phú Lộc, Huyện Krông Năng, Đắk Lắk; 132 m²; --; --; --;1
899 triệu; Xã Phú Lộc, Huyện Krông Năng, Đắk Lắk; 132 m²; --; --; --;1
899 triệu; Xã Phú Lộc, Huyện Krông Năng, Đắk Lắk; 132 m²; --; --; --;1
899 triệu; Xã Phú Lộc, Huyện Krông Năng, Đắk Lắk; 132 m²; --; --; --;1
900 triệu; Xã Phú Lộc, Huyện Krông Năng, Đắk Lắk; 132 m²; --; --; --;1
1.73 tỷ; Đường Võ Văn Kiệt, Phường An Hòa, Quận Ninh Kiều, TP. Cần Thơ; 48 m²; --; --; --;0
1.8 tỷ; Phường Ngọc Hải, Quận Đồ Sơn, TP. Hải Phòng; 188 m²; --; --; --;0
1.65 tỷ; Đường Tân Thắng Tân Bình, Dĩ An, Bình Dương; 73 m²; --; --; --;0
900 triệu; Xã Phước Đông, Huyện Cần Đước, Long An; 90 m²; 20 m; 4.5 m; --;1
595 triệu; Đường Quốc Lộ 13, Phường Minh Hưng, Thị xã Chơn Thành, Bình Phước; 500 m²; 47 m; 11 m; --;1
14.5 tỷ; Xã Mường Hoa, Thị xã Sa Pa, Lào Cai; 7,100 m²; --; --; --;0
1.65 tỷ; Đường Quốc Lộ 20, Xã Tân Nghĩa, Huyện Di Linh, Lâm Đồng; 1,502 m²; 50 m; 30 m; --;1
770 triệu; Ấp 5, Xã Tân Hưng, Huyện Đồng Phú, Bình Phước; 254 m²; 52 m; 5 m; --;1
855 triệu; Ql14, Xã Đồng Tiến, Huyện Đồng Phú, Bình Phước; 250 m²; 50 m; 5 m; --;1
680 triệu; Phường Tiến Thành, TP. Đồng Xoài, Bình Phước; 150 m²; 24.99 m; 6 m; --;1
1 tỷ; Đồng Văn Dẫn, Thị trấn Thạnh Phú, Huyện Thạnh Phú, Bến Tre; 240 m²; 24 m; 10 m; --;1
2.2 tỷ; Đường số 8, Phường Phước Long B, TP. Thủ Đức, TP. Hồ Chí Minh; 75 m²; 15 m; 5 m; --;0
2.5 tỷ; Xã Phiêng Luông, Huyện Mộc Châu, Sơn La; 880 m²; --; --; Nam;0
1.39 tỷ; Đường liên xã, Nga My, Phú Bình, Thái Nguyên; 477 m²; 23 m; 26 m; --;0
3.5 tỷ; Đường Anh Dũng 5, Anh Dũng, Dương Kinh, HP; 100 m²; 20 m; 5 m; --;0
600 triệu; Xã Phan, Huyện Dương Minh Châu, Tây Ninh; 150 m²; --; --; --;0
200 triệu; Đường Nguyễn Khang, Trung Hòa, Cầu Giấy, HN; 250 m²; 25 m; 10 m; --;0
739 triệu; Xã Tân Phúc, Huyện Ân Thi, Hưng Yên; 80 m²; 16 m; 5 m; Đ.Nam;0
650 triệu; Xã Tân Lợi, Huyện Đồng Phú, Bình Phước; 1,000 m²; 100 m; 10 m; --;1
500 triệu; Xã La Ngà, Huyện Định Quán, Đồng Nai; 2,000 m²; 16 m; 53 m; --;0
1.8 tỷ; Quốc lộ 1A, Xã Thanh Trạch, Huyện Bố Trạch, Quảng Bình; 163 m²; 7 m; 23 m; Đ.Nam;1
739 triệu; Xã Tân Phúc, Huyện Ân Thi, Hưng Yên; 78 m²; 15.6 m; 5 m; Đông;0
6.6 tỷ; Phường Linh Đông, TP. Thủ Đức, TP. Hồ Chí Minh; 100 m²; 20 m; 5 m; T.Bắc;1
1.6 tỷ; Đinh Đức Thiện, Xã Bình Chánh, Huyện Bình Chánh, TP. Hồ Chí Minh; 160 m²; 16 m; 10 m; --;1
1.1 tỷ; Trương Định, Thị trấn Cần Đước, Huyện Cần Đước, Long An; 80.50 m²; 16 m; 5 m; T.Bắc;1
739 triệu; Xã Tân Phúc, Huyện Ân Thi, Hưng Yên; 77 m²; --; --; Đ.Nam;0
1 tỷ; Xã Mường Hoa, Thị xã Sa Pa, Lào Cai; 548 m²; --; --; --;0
1.85 tỷ; Xã Phước Đồng, TP. Nha Trang, Khánh Hòa; 101 m²; 25 m; 4 m; Nam;1
1.34 tỷ; Xã Hồng Liêm, Huyện Hàm Thuận Bắc, Bình Thuận; 5,458 m²; --; --; Đông;1
495 triệu; DT 788, Xã Phước Vinh, Huyện Châu Thành, Tây Ninh; 170 m²; 35 m; 5 m; Nam;1
299 triệu; Phường Thới Hòa, Thị xã Bến Cát, Bình Dương; 100 m²; 20 m; 5 m; --;0
2.2 tỷ; Quốc Lộ 22, Xã Phước Hiệp, Huyện Củ Chi, TP. Hồ Chí Minh; 1,000 m²; 50 m; 20 m; --;1
4.08 tỷ; Phường Nam Hải, Quận Hải An, TP. Hải Phòng; 85 m²; --; --; --;0
380 triệu; Xã Phước Vinh, Huyện Châu Thành, Tây Ninh; 150 m²; 30 m; 5 m; --;1
900 triệu; Thị xã Hoài Nhơn, Bình Định, Hoài Nhơn, Bình Định; 100 m²; 20 m; 5 m; Nam;1
320 triệu; Đường ĐT 784, Thị trấn Dương Minh Châu, Huyện Dương Minh Châu, Tây Ninh; 150 m²; 5 m; 30 m; --;1
960 triệu; Đường Tỉnh Lộ 1 Ea Wer, Buôn Đôn, Đắk Lắk; 1,960,000 m²; 1960 m; 1000 m; --;0
280 triệu; TL 623B, Xã Nghĩa Lâm, Huyện Tư Nghĩa, Quảng Ngãi; 130 m²; 20 m; 5 m; Bắc;1
500 triệu; Phường Hòa Bình, TP. Biên Hòa, Đồng Nai; 1,001 m²; 40 m; 25 m; --;1
3 tỷ; Vĩnh Trung, Xã Vĩnh Ngọc, TP. Nha Trang, Khánh Hòa; 257 m²; --; --; --;0
550 triệu; Xã Tân Hưng, Huyện Đồng Phú, Bình Phước; 1,000 m²; 65 m; 14.99 m; Đ.Bắc;1
1.68 tỷ; Dt611, Thị trấn Đông Phú, Huyện Quế Sơn, Quảng Nam; 120 m²; 20 m; 6 m; --;1
1.44 tỷ; Xã Hòa Minh, Huyện Tuy Phong, Bình Thuận; 116 m²; --; --; T.Bắc;0
1.03 tỷ; Đường Tỉnh Lộ 131 Quang Tiến, Sóc Sơn, Hà Nội; 65 m²; 13 m; 5 m; --;0
3.55 tỷ; Đường 47 Đồng Tiến, Phổ Yên, Thái Nguyên; 100 m²; 20 m; 5 m; --;0
18.5 tỷ; Đường Phú An Phú An, Bến Cát, Bình Dương; 2,400 m²; --; --; --;0
850 triệu; Đường 826, Xã Long Trạch, Huyện Cần Đước, Long An; 92 m²; --; --; --;1
640 triệu; Đường 826, Thị trấn Cần Đước, Huyện Cần Đước, Long An; 112.50 m²; --; --; --;1
5 tỷ; Vũ Phương Vũ, Phường Thủy Dương, Thị xã Hương Thủy, Thừa Thiên Huế; 150 m²; 20 m; 7.5 m; Đ.Bắc;0
560 triệu; Xã Bàu Đồn, Huyện Gò Dầu, Tây Ninh; 181 m²; 33 m; 5.5 m; --;1
345 triệu; Đường Quốc Lộ 13, Xã Trừ Văn Thố, Huyện Bàu Bàng, Bình Dương; 240 m²; 40 m; 6 m; Đ.Nam;1
470 triệu; Đường 11 Suối Đá, Dương Minh Châu, Tây Ninh; 168 m²; 11 m; 15 m; --;0
470 triệu; Đường 11 Suối Đá, Dương Minh Châu, Tây Ninh; 168 m²; 11 m; 15 m; --;0
630 triệu; Đường Quốc Lộ 50, Xã Phước Đông, Huyện Cần Đước, Long An; 120 m²; 20 m; 6 m; --;1
780 triệu; Trảng cỏ, Xã Đôn Thuận, Huyện Trảng Bàng, Tây Ninh; 112 m²; 22 m; 4.99 m; --;0
8.2 tỷ; Đường 47 Đồng Tiến, Phổ Yên, Thái Nguyên; 205 m²; 20 m; 10 m; --;0
1.18 tỷ; Xã Sông Lũy, Huyện Bắc Bình, Bình Thuận; 8,450 m²; --; --; Đông;1
720 triệu; Đường Đồng Tâm - Tà Thiết, Xã Lộc Thành, Huyện Lộc Ninh, Bình Phước; 275 m²; 55 m; 5 m; --;1
8.45 tỷ; Xã Sơn Mỹ, Huyện Hàm Tân, Bình Thuận; 728 m²; --; --; --;0
720 triệu; Đường Số 3, Xã Long Trạch, Huyện Cần Đước, Long An; 81.90 m²; --; --; --;0
2.3 tỷ; Bưng Ông Thoàn, Phường Phú Hữu, TP. Thủ Đức, TP. Hồ Chí Minh; 100 m²; 20 m; 5 m; --;1
1.45 tỷ; Đường Long Tân-Láng Dài Phước Long Thọ, Đất Đỏ, Bà Rịa Vũng Tàu; 1,000 m²; 50 m; 20 m; --;0
1.55 tỷ; Tỉnh Lộ 7, Xã An Nhơn Tây, Huyện Củ Chi, TP. Hồ Chí Minh; 105 m²; 21 m; 5 m; --;1
800 triệu; Đường Huỳnh Châu Sổ, Phường 4, TP. Tân An, Long An; 80 m²; 5 m; 16 m; --;1
600 triệu; Xã Phan, Huyện Dương Minh Châu, Tây Ninh; 150 m²; --; --; --;0
670 triệu; Nữ Dân Công, Xã Vĩnh Lộc A, Huyện Bình Chánh, TP. Hồ Chí Minh; 68 m²; 17 m; 4 m; --;1
780 triệu; Đường Quốc lộ 22A, Xã An Tịnh, Huyện Trảng Bàng, Tây Ninh; 250 m²; 25 m; 10 m; --;1
1.2 tỷ; Đường 55, Xã Lộc Nam, Huyện Bảo Lâm, Lâm Đồng; 120 m²; 20 m; 6 m; --;1
333 triệu; Đường ĐT 774, Xã Phú Thanh, Huyện Tân Phú, Đồng Nai; 1,000 m²; 30 m; 50 m; --;1
970 triệu; D8, Phường Mỹ Phước, Thị xã Bến Cát, Bình Dương; 125 m²; 25 m; 5 m; --;0
2.1 tỷ; Phường Mỹ Phước, Thị xã Bến Cát, Bình Dương; 450 m²; 30 m; 15 m; --;0
950 triệu; Phường Thới Hòa, Thị xã Bến Cát, Bình Dương; 100 m²; 20 m; 5 m; --;0
1.7 tỷ; Phường Thới Hòa, Thị xã Bến Cát, Bình Dương; 150 m²; 30 m; 8 m; --;0
790 triệu; Phường Mỹ Phước, Thị xã Bến Cát, Bình Dương; 100 m²; --; --; --;0
1.15 tỷ; Phường Thới Hòa, Thị xã Bến Cát, Bình Dương; 120 m²; 24 m; 5 m; --;0
2.35 tỷ; Phường Ngọc Hải, Quận Đồ Sơn, TP. Hải Phòng; 129 m²; --; --; --;0
2.95 tỷ; Đường Tô Ký, Xã Trung Chánh, Huyện Hóc Môn, TPHCM; 77 m²; 11 m; 7 m; --;0
9.7 tỷ; Đường Kênh Tân Hóa, Phường Tân Thới Hòa, Quận Tân Phú, TPHCM; 96 m²; 19 m; 5 m; --;0
10 tỷ; Đường Lê Hồng Phong, Phường Ninh Thủy, Thị xã Ninh Hòa, Khánh Hòa; 848 m²; 30 m; 31 m; --;0
3 tỷ; Đường F5 Phước Long, Nha Trang, Khánh Hòa; 52 m²; 10 m; 6 m; --;0
2.45 tỷ; Phường Ngọc Xuyên, Quận Đồ Sơn, TP. Hải Phòng; 82 m²; --; --; --;1
2.85 tỷ; Đường Suối Lội Tân Thông Hội, Củ Chi, TPHCM; 395 m²; 29 m; 14 m; --;0
1.65 tỷ; Đường Hồ Văn Tắng Tân Phú Trung, Củ Chi, TPHCM; 130 m²; 14 m; 9.81 m; --;0
1.2 tỷ; Quốc Lộ 50, Xã Phong Phú, Huyện Bình Chánh, TP. Hồ Chí Minh; 110 m²; --; --; --;0
570 triệu; Quốc Lộ 50, Xã Đa Phước, Huyện Bình Chánh, TP. Hồ Chí Minh; 80 m²; 20 m; 5 m; --;0
620 triệu; Đường Phú Riềng Đỏ Tân Đồng, Đồng Xoài, Bình Phước; 350 m²; 50 m; 7 m; --;0
1.35 tỷ; Phường Tiến Thành, TP. Đồng Xoài, Bình Phước; 150 m²; 25 m; 6 m; --;1
300 triệu; TL 623B, Xã Nghĩa Lâm, Huyện Tư Nghĩa, Quảng Ngãi; 130 m²; 20 m; 5 m; Bắc;1
2.19 tỷ; Nguyễn Trung Trực, Thị trấn Bến Lức, Huyện Bến Lức, Long An; 137 m²; --; --; --;0
449 triệu; Đường 788, Xã Phước Vinh, Huyện Châu Thành, Tây Ninh; 238 m²; 34 m; 7 m; --;1
350 triệu; Thị trấn Chư Prông, Huyện Chư Prông, Gia Lai; 125 m²; 25 m; 5 m; --;0
600 triệu; Thị trấn Thạnh Phú, Huyện Thạnh Phú, Bến Tre; 120 m²; 24 m; 5 m; --;1
3.7 tỷ; Tỉnh lộ 2, Xã Phước Vĩnh An, Huyện Củ Chi, TP. Hồ Chí Minh; 195 m²; 32 m; 6 m; --;1
282 triệu; Xã Nghĩa Lâm, Huyện Tư Nghĩa, Quảng Ngãi; 134 m²; 25 m; 5 m; Đ.Nam;1
290 triệu; Đường 14, Xã Ea Pô, Huyện Cư Jut, Đăk Nông; 407 m²; --; --; --;0
6 tỷ; Xã Phiêng Luông, Huyện Mộc Châu, Sơn La; 2,000 m²; --; --; --;0
1.8 tỷ; Đường Tô Hiến Thành Cao Minh, Phú Yên, Vĩnh Phúc; 150 m²; 30 m; 5 m; --;0
350 triệu; Đường quốc lộ 50, Xã Bình Đông, Thị xã Gò Công, Tiền Giang; 110 m²; 22 m; 5 m; --;1
1.3 tỷ; Đường ĐT 7, Xã Ninh Thọ, Thị xã Ninh Hòa, Khánh Hòa; 164 m²; 32 m; 6 m; Đ.Bắc;1
900 triệu; Đường Phước Minh Phước Minh, Dương Minh Châu, Tây Ninh; 1,000 m²; --; --; --;0
900 triệu; Xã Phú Lộc, Huyện Krông Năng, Đắk Lắk; 138 m²; 22 m; 6 m; --;0
900 triệu; Xã Phú Lộc, Huyện Krông Năng, Đắk Lắk; 132 m²; --; --; --;1
650 triệu; Đường Lạc Long Quân, Xã Lộc Quảng, Huyện Bảo Lâm, Lâm Đồng; 150 m²; --; --; --;1
600 triệu; Đường Lạc Long Quân, Xã Lộc Quảng, Huyện Bảo Lâm, Lâm Đồng; 200 m²; 5 m; 39.99 m; --;1
500 triệu; Phố Khúc Thừa Dụ, Đường Lạc Long Quân, Xã Lộc Quảng, Huyện Bảo Lâm, Lâm Đồng; 150 m²; 5 m; 30 m; T.Bắc;1
1.08 tỷ; Đường Quốc Lộ 50, Xã Tân Lân, Huyện Cần Đước, Long An; 121 m²; 5.5 m; 22 m; --;1
1 tỷ; Đồng Văn Dẫn, Thị trấn Thạnh Phú, Huyện Thạnh Phú, Bến Tre; 213 m²; 22 m; 9.98 m; --;1
1.75 tỷ; Đường Quốc lộ 26B, Ninh Diêm, Ninh Hòa, Khánh Hòa; 127 m²; 21 m; 6 m; --;0
1.04 tỷ; Khu 1, Nguyễn Tất Thành Thị Trấn Ái Nghĩa, Huyện Đại Lộc, Quảng Nam; 150 m²; --; 6.99 m; --;1
15.8 tỷ; Đường Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, TP. Hồ Chí Minh; 120 m²; 20 m; 6 m; --;0
950 triệu; Đường Quốc Lộ 50, Thị trấn Cần Đước, Huyện Cần Đước, Long An; 80 m²; --; --; --;1
19.6 tỷ; Đường Tư Đình Long Biên, Long Biên, Hà Nội; 175 m²; 28.2 m; 6.2 m; --;0
1.88 tỷ; Quốc lộ 1A, Xã Thanh Trạch, Huyện Bố Trạch, Quảng Bình; 164 m²; 7 m; 24 m; Đ.Nam;1
890 triệu; NGUYỄN TẤT THÀNH , Thị Trấn Ái Nghĩa, Huyện Đại Lộc, Quảng Nam; 150 m²; 20 m; 7 m; --;1
240 triệu; Tỉnh Lộ 623B, Xã Nghĩa Lâm, Huyện Tư Nghĩa, Quảng Ngãi; 134 m²; 2 m; 5.5 m; T.Bắc;1
300 triệu; Quốc lộ 14B, Xã Đại Hồng, Huyện Đại Lộc, Quảng Nam; 82 m²; 14.99 m; 5.4 m; Đông;1
900 triệu; Hùng Vương, Xã Phú Lộc, Huyện Krông Năng, Đắk Lắk; 132 m²; 22 m; 6 m; --;1
1.06 tỷ; Xã Sông Lũy, Huyện Bắc Bình, Bình Thuận; 8,459 m²; --; --; Đông;1
899 triệu; Xã Phú Lộc, Huyện Krông Năng, Đắk Lắk; 132 m²; 22 m; 6 m; --;1
900 triệu; Phường Tân Lợi, TP. Buôn Ma Thuột, Đắk Lắk; 132 m²; 6 m; 22 m; --;1
899 triệu; Xã Phú Lộc, Huyện Krông Năng, Đắk Lắk; 132 m²; 22 m; 6 m; --;0
2.2 tỷ; Đường Nguyễn Lương Bằng, Phường Hòa Hiệp Bắc, Quận Liên Chiểu, TP. Đà Nẵng; 100 m²; 20 m; 5 m; Đông;1
2.2 tỷ; Đường Nguyễn Lương Bằng, Phường Hòa Minh, Quận Liên Chiểu, TP. Đà Nẵng; 100 m²; 20 m; 5 m; Đông;1
16 tỷ; Đường Phú An, Phú An, Bến Cát, Bình Dương; 1,121 m²; 53 m; 21 m; --;0
50.49 tỷ; Đường Thạnh Xuân 25, Thạnh Xuân, Quận 12, HCM; 1,900 m²; 47 m; 42 m; --;0
3.25 tỷ; Đường Thống Nhất, Đông Hòa, TP. Dĩ An, BD; 135 m²; 22.6 m; 6 m; --;0
1.5 tỷ; Đường ĐT 158, Y Tý, Bát Xát, Lào Cai; 424 m²; --; --; --;0
899 triệu; Đường Hùng Vương, Xã Phú Lộc, Huyện Krông Năng, Đắk Lắk; 132 m²; 22 m; 6 m; --;1
600 triệu; Xã Bà Điểm, Huyện Hóc Môn, TP. Hồ Chí Minh; 150 m²; --; --; --;1
600 triệu; Đường Quốc Lộ 50, Xã Phước Đông, Huyện Cần Đước, Long An; 160 m²; 20 m; 8 m; --;1
1.81 tỷ; Long Phước, Thủ Đức, TPHCM; 52 m²; 13 m; 4 m; --;0
6.1 tỷ; Đường Thạnh Lộc 29 Thạnh Lộc, quận 12, TPHCM; 174 m²; 14.5 m; 12 m; --;0
5.04 tỷ; Đường Cửu Long Lộc Thọ, Nha Trang, Khánh Hòa; 315 m²; --; --; --;0
480 triệu; Xã Bến Củi, Huyện Dương Minh Châu, Tây Ninh; 140 m²; 28 m; 5 m; --;0
6.1 tỷ; Đường Thạnh Lộc 29, Thạnh Lộc, Quận 12, HCM; 174 m²; 14.5 m; 12 m; --;0
580 triệu; Xã Thạnh Đức, Huyện Gò Dầu, Tây Ninh; 125 m²; 25 m; 5 m; --;0
13 tỷ; Đường Quốc Lộ 6, Xã Tây Phong, Huyện Cao Phong, Hòa Bình; 5,658 m²; --; --; --;0
1.3 tỷ; Đường 6, Xã Tân Lập, Huyện Mộc Châu, Sơn La; 550 m²; --; --; --;0
1.3 tỷ; Đường 6, Xã Tân Lập, Huyện Mộc Châu, Sơn La; 550 m²; --; --; --;0
2.6 tỷ; Phường An Bình, Quận Ninh Kiều, TP. Cần Thơ; 100 m²; 25 m; 4 m; T.Bắc;1
4.94 tỷ; Phường Đằng Hải, Quận Hải An, TP. Hải Phòng; 95 m²; --; --; Đ.Bắc;0
1.39 tỷ; Nguyễn Khắc Viện, Phường Tân Thuận Tây, Quận 7, TP. Hồ Chí Minh; 104 m²; --; --; --;0
2.3 tỷ; Hẻm 246 Đường Y Moan, Phường Tân Lợi, TP. Buôn Ma Thuột, Đắk Lắk; 118 m²; 23 m; 5 m; Bắc;1
1.47 tỷ; Đường Cách quốc lộ 12b 250m Yên Nghiệp, Lạc Sơn, Hòa Bình; 900 m²; 60 m; 15 m; --;0
1.2 tỷ; Đường Hương Lộ 15, Xã Bình Lợi, Huyện Vĩnh Cửu, Đồng Nai; 100 m²; 22 m; 4.8 m; --;1
2.2 tỷ; Đường Nguyễn Văn Trỗi, Xã Tốt Động, Huyện Chương Mỹ, TP Hà Nội; 367 m²; --; --; --;0
290 triệu; Đường 261C, Xã Thanh Ninh, Huyện Phú Bình, Thái Nguyên; 654 m²; --; --; --;0
1.39 tỷ; Đường Đoàn Kết, Phường Thanh Trì, Quận Hoàng Mai, TP. Hà Nội; 104 m²; --; --; --;0
739 triệu; Xã Tân Phúc, Huyện Ân Thi, Hưng Yên; 80 m²; 16 m; 5 m; --;0
3.42 tỷ; Đường Anh Dũng 8 Anh Dũng, Dương Kinh, Hải Phòng; 180 m²; 20 m; 9 m; --;0
739 triệu; Xã Tân Phúc, Huyện Ân Thi, Hưng Yên; 78 m²; 15.6 m; 5 m; Nam;0
739 triệu; Xã Tân Phúc, Huyện Ân Thi, Hưng Yên; 76 m²; 15.2 m; 5 m; --;0
1.4 tỷ; Đường Số 1H, Phường Tân Thuận Tây, Quận 7, TP. Hồ Chí Minh; 90 m²; --; --; --;0
739 triệu; Xã Tân Phúc, Huyện Ân Thi, Hưng Yên; 75 m²; 16 m; 5 m; Đông;0
1.45 tỷ; Đường Tỉnh lộ 8, Xã Diên Xuân, Huyện Diên Khánh, Khánh Hòa; 205 m²; 29 m; 7.04 m; Đ.Bắc;1
6.3 tỷ; Đường Anh Dũng 3 Anh Dũng, Dương Kinh, Hải Phòng; 210 m²; 20 m; 10.5 m; --;0
8.2 tỷ; Đường Quốc lộ 6 Lâm Sơn, Lương Sơn, Hòa Bình; 645 m²; --; --; --;0
1.4 tỷ; Đường Số 1H, Phường Tân Thuận Đông, Quận 7, TP. Hồ Chí Minh; 105 m²; --; --; --;0
1.1 tỷ; Thôn nam 3, Xã Diên Sơn, Huyện Diên Khánh, Khánh Hòa; 144.20 m²; 26 m; 6.3 m; Đ.Bắc;1
1.98 tỷ; Xã Hòa Thắng, Huyện Bắc Bình, Bình Thuận; 11,656 m²; --; --; Đông;1
1.9 tỷ; Đường Quán Tỉnh, Uy Nỗ, Đông Anh, HN; 42 m²; 7.9 m; 5.35 m; --;0
1.18 tỷ; Xã Sông Lũy, Huyện Bắc Bình, Bình Thuận; 8,459 m²; --; --; Đông;1
900 triệu; Tam Quang Bắc, Thị xã Hoài Nhơn, Bình Định; 100 m²; 20 m; 5 m; --;1
280 triệu; Đường TL 623B, Xã Nghĩa Lâm, Huyện Tư Nghĩa, Quảng Ngãi; 130 m²; 20 m; 5 m; Bắc;1
1.75 tỷ; Đường Thụy Lâm, Thụy Lâm, Đông Anh, HN; 56 m²; 8.6 m; 6.32 m; --;0
